Date,btc_price,btc_trans_blockchain,avg_block_size,unique_sentbyaddress,avg_mining_diff,avg_hashrate,sent_in_USD,avg_trans_fee,median_trans_fee,avg_block_confirm_time_min,avg_trans_value_usd,median_trans_value_usd,unique_tofromaddress
03-01-2009,,,204,,1,,,,,,,,
04-01-2009,,,,,,,,,,,,,
05-01-2009,,,,,,,,,,,,,
06-01-2009,,,,,,,,,,,,,
07-01-2009,,,,,,,,,,,,,
08-01-2009,,,,,,,,,,,,,
09-01-2009,,,134,1,1,12576322,,,,102.857,,,14
10-01-2009,,,134.23,,1,9378233,,,,23.607,,,61
11-01-2009,,,134.409,1,1,4857511,,,,15.484,,,93
12-01-2009,,7,153.372,7,1,4567766,,,,15.319,,,102
13-01-2009,,,134.667,10,1,5654593,,,,11.707,,,123
14-01-2009,,1,138.194,20,1,6206668,,,,11.163,,,133
15-01-2009,,8,157.579,18,1,6365454,,,,11.429,,,140
16-01-2009,,2,139.87,16,1,6070043,,,,13.333,,,114
17-01-2009,,,134.853,18,1,5240736,,,,13.211,,,109
18-01-2009,,1,138.944,16,1,5190081,,,,13.458,,,111
19-01-2009,,2,151.896,22,1,5762472,,,,12.522,,,133
20-01-2009,,1,143.728,21,1,5793593,,,,12.632,,,123
21-01-2009,,1,137.99,22,1,5559411,,,,14.118,,,105
22-01-2009,,1,147.747,12,1,4120719,,,,15.824,,,102
23-01-2009,,2,148.238,18,1,3518417,,,,17.143,,,95
24-01-2009,,1,141.06,22,1,8393223,,,,7.164,,,212
25-01-2009,,1,136,14,1,9962644,,,,7.539,,,193
26-01-2009,,1,158.948,17,1,7689965,,,,15,,,117
27-01-2009,,1,139.309,8,1,4617016,,,,14.845,,,101
28-01-2009,,,134.652,23,1,4962996,,,,12.857,,,112
29-01-2009,,1,146.256,24,1,5795924,,,,11.901,,,134
30-01-2009,,,134.872,23,1,6240808,,,,12.308,,,117
31-01-2009,,1,151.464,36,1,6051994,,,,10.435,,,159
01-02-2009,,1,137.204,31,1,6190608,,,,12.743,,,116
02-02-2009,,1,136.094,37,1,6153545,,,,11.25,,,130
03-02-2009,,16,167.496,50,1,6704449,,,,10.36,,,154
04-02-2009,,,134.739,26,1,6346531,,,,12.101,,,119
05-02-2009,,,134.722,34,1,6048969,,,,11.429,,,126
06-02-2009,,,134.836,19,1,6295545,,,,11.803,,,122
07-02-2009,,4,159.31,32,1,6330966,,,,11.163,,,156
08-02-2009,,1,136.576,46,1,6434968,,,,10.909,,,134
09-02-2009,,1,172.604,34,1,6421922,,,,10.746,,,179
10-02-2009,,,134.667,18,1,6511267,,,,12,,,120
11-02-2009,,2,148.128,27,1,6460281,,,,10.827,,,147
12-02-2009,,,134.874,22,1,6046361,,,,12.101,,,119
13-02-2009,,,134.903,27,1,6055061,,,,11.613,,,124
14-02-2009,,,134.787,29,1,6655610,,,,10.588,,,136
15-02-2009,,3,148.383,32,1,6358856,,,,11.25,,,142
16-02-2009,,1,163.172,26,1,6230951,,,,11.803,,,153
17-02-2009,,,134.897,27,1,5876537,,,,12.308,,,117
18-02-2009,,,134.941,23,1,5957088,,,,12.203,,,118
19-02-2009,,1,150.048,37,1,5943972,,,,11.613,,,141
20-02-2009,,,134.852,29,1,6302263,,,,11.803,,,122
21-02-2009,,,134.965,22,1,5624662,,,,12.632,,,114
22-02-2009,,4,147.545,28,1,6022206,,,,11.901,,,133
23-02-2009,,,134.991,22,1,5531524,,,,13.333,,,108
24-02-2009,,,134.934,16,1,5457302,,,,13.585,,,106
25-02-2009,,,134.867,16,1,5346698,,,,13.714,,,105
26-02-2009,,,134.963,14,1,5036662,,,,13.458,,,107
27-02-2009,,1,170.8,26,1,5729494,,,,12.522,,,152
28-02-2009,,1,143.525,8,1,5316849,,,,14.545,,,107
01-03-2009,,,134.952,16,1,5054096,,,,13.714,,,105
02-03-2009,,,134.963,15,1,5331702,,,,13.333,,,108
03-03-2009,,2,144.429,17,1,5226712,,,,13.714,,,114
04-03-2009,,2,163.712,22,1,5294369,,,,13.846,,,130
05-03-2009,,1,143.411,23,1,5166785,,,,12.857,,,121
06-03-2009,,,134.923,31,1,5859262,,,,12.308,,,117
07-03-2009,,,134.972,25,1,5644853,,,,13.211,,,109
08-03-2009,,3,162.591,19,1,5561590,,,,12.522,,,142
09-03-2009,,,134.713,21,1,5735349,,,,13.333,,,108
10-03-2009,,,134.972,21,1,5209928,,,,13.458,,,107
11-03-2009,,,134.886,25,1,5454076,,,,12.632,,,114
12-03-2009,,1,138.534,30,1,5725069,,,,12.203,,,122
13-03-2009,,1,148.389,14,1,5657424,,,,12.743,,,127
14-03-2009,,,134.791,24,1,5678662,,,,13.091,,,110
15-03-2009,,,134.967,28,1,5783981,,,,11.707,,,123
16-03-2009,,1,180.512,28,1,6164511,,,,11.901,,,170
17-03-2009,,,134.965,24,1,5863375,,,,12.632,,,114
18-03-2009,,2,149.711,16,1,5612209,,,,12.632,,,129
19-03-2009,,,134.787,26,1,5959575,,,,11.803,,,122
20-03-2009,,1,146.856,27,1,6034212,,,,12.203,,,131
21-03-2009,,,134.88,26,1,5293010,,,,28.8,,,50
22-03-2009,,2,146.126,33,1,3769984,,,,12.101,,,131
23-03-2009,,,134.923,30,1,6360511,,,,11.077,,,130
24-03-2009,,,134.981,17,1,5685246,,,,13.714,,,105
25-03-2009,,,134.786,29,1,5682962,,,,12.308,,,117
26-03-2009,,1,162.607,25,1,5763023,,,,12.308,,,146
27-03-2009,,,134.953,22,1,5567742,,,,13.585,,,106
28-03-2009,,3,155.235,28,1,5605066,,,,12.101,,,140
29-03-2009,,,134.966,25,1,5563060,,,,12.414,,,116
30-03-2009,,,134.85,33,1,6174270,,,,12,,,120
31-03-2009,,1,168.518,18,1,5736621,,,,13.091,,,143
01-04-2009,,,134.86,23,1,5430648,,,,12.632,,,114
02-04-2009,,,134.887,26,1,5955989,,,,12.522,,,115
03-04-2009,,,134.948,31,1,5594588,,,,12.414,,,116
04-04-2009,,,134.743,27,1,5601954,,,,12.743,,,113
05-04-2009,,2,150.554,37,1,6248209,,,,11.077,,,148
06-04-2009,,,134.982,22,1,6073474,,,,13.211,,,109
07-04-2009,,,134.99,9,1,5094113,,,,14.4,,,100
08-04-2009,,,135,18,1,5105377,,,,13.714,,,105
09-04-2009,,,134.737,18,1,4926977,,,,14.545,,,99
10-04-2009,,,134.944,22,1,5064620,,,,13.333,,,108
11-04-2009,,1,142.333,32,1,5914151,,,,12,,,128
12-04-2009,,2,143.712,24,1,5859512,,,,12.203,,,127
13-04-2009,,1,136.965,27,1,5825783,,,,12.522,,,117
14-04-2009,,,134.952,35,1,6041215,,,,11.613,,,124
15-04-2009,,,134.743,22,1,5699780,,,,12.743,,,113
16-04-2009,,,134.894,28,1,6045975,,,,11.707,,,123
17-04-2009,,,134.857,16,1,5826039,,,,12.857,,,112
18-04-2009,,4,141.04,29,1,5872722,,,,11.429,,,131
19-04-2009,,1,143,22,1,6050241,,,,12.101,,,128
20-04-2009,,2,246.034,26,1,5962870,,,,12.101,,,236
21-04-2009,,1,136.74,26,1,5974516,,,,11.707,,,125
22-04-2009,,,134.967,21,1,6015670,,,,11.901,,,121
23-04-2009,,,134.68,15,1,4910702,,,,19.2,,,75
24-04-2009,,,134.904,24,1,4815481,,,,12.522,,,115
25-04-2009,,,134.864,29,1,5862788,,,,12.203,,,118
26-04-2009,,2,151.054,23,1,5785290,,,,12.857,,,128
27-04-2009,,,134.894,16,1,5197535,,,,13.846,,,104
28-04-2009,,,134.632,28,1,5639535,,,,12.308,,,117
29-04-2009,,1,153.094,24,1,5983533,,,,11.25,,,149
30-04-2009,,,134.954,22,1,6626342,,,,10.992,,,131
01-05-2009,,,134.876,32,1,6087167,,,,11.901,,,121
02-05-2009,,2,150.373,42,1,6370022,,,,11.429,,,142
03-05-2009,,3,142.726,35,1,5432058,,,,13.585,,,110
04-05-2009,,1,161.93,33,1,6028806,,,,11.25,,,159
05-05-2009,,1,143.667,36,1,6654245,,,,10.667,,,146
06-05-2009,,,134.978,37,1,6617035,,,,10.667,,,135
07-05-2009,,,135,32,1,6311697,,,,11.803,,,122
08-05-2009,,,134.944,21,1,6101575,,,,13.458,,,107
09-05-2009,,,134.487,25,1,5123304,,,,18.462,,,78
10-05-2009,,,134.753,25,1,3007562,,,,16.941,,,85
11-05-2009,,1,137.858,20,1,5686382,,,,12,,,123
12-05-2009,,,134.923,19,1,6285390,,,,11.077,,,130
13-05-2009,,5,144.775,27,1,6180537,,,,12.973,,,117
14-05-2009,,3,140.086,48,1,6001457,,,,10.36,,,145
15-05-2009,,1,143.603,35,1,7216902,,,,10.588,,,146
16-05-2009,,,134.95,25,1,6322797,,,,12.101,,,119
17-05-2009,,,134.961,28,1,5868562,,,,11.339,,,127
18-05-2009,,,134.924,21,1,6179089,,,,12.203,,,118
19-05-2009,,,134.884,15,1,5807669,,,,16.744,,,86
20-05-2009,,,134.733,29,1,4829928,,,,12,,,120
21-05-2009,,,134.963,15,1,5335009,,,,17.561,,,82
22-05-2009,,,134.967,10,1,4176721,,,,23.607,,,61
23-05-2009,,,134.938,4,1,3998008,,,,45,,,32
24-05-2009,,,134.9,24,1,4893764,,,,14.4,,,100
25-05-2009,,,134.954,19,1,4962520,,,,13.211,,,109
26-05-2009,,,134.904,38,1,5803695,,,,11.52,,,125
27-05-2009,,,134.731,37,1,6272577,,,,12.101,,,119
28-05-2009,,,134.884,16,1,5227786,,,,15.158,,,95
29-05-2009,,1,199.84,21,1,5089465,,,,13.585,,,167
30-05-2009,,,134.716,20,1,5180067,,,,13.211,,,109
31-05-2009,,,135,24,1,5770689,,,,15,,,96
01-06-2009,,1,138.831,15,1,4474182,,,,20.282,,,73
02-06-2009,,,134.91,15,1,4157996,,,,12.973,,,111
03-06-2009,,,135,9,1,5303689,,,,20.282,,,71
04-06-2009,,,134.939,5,1,2868665,,,,21.818,,,66
05-06-2009,,,134.9,5,1,3756786,,,,48,,,30
06-06-2009,,,134.286,1,1,2174057,,,,51.429,,,28
07-06-2009,,,134.938,3,1,1148146,,,,90,,,16
08-06-2009,,,134.768,25,1,3988561,,,,17.561,,,82
09-06-2009,,,134.802,25,1,4399757,,,,15.824,,,91
10-06-2009,,,134.927,23,1,4194460,,,,17.561,,,82
11-06-2009,,,134.966,22,1,4529425,,,,16.18,,,89
12-06-2009,,,134.86,23,1,4506162,,,,16.744,,,86
13-06-2009,,,134.449,23,1,3794747,,,,18.462,,,78
14-06-2009,,,134.694,34,1,3784170,,,,20,,,72
15-06-2009,,,134.952,26,1,3798045,,,,17.143,,,84
16-06-2009,,,134.732,12,1,4028873,,,,20.282,,,71
17-06-2009,,,134.646,19,1,3571380,,,,18.228,,,79
18-06-2009,,,134.813,22,1,4148214,,,,18,,,80
19-06-2009,,,134.678,33,1,4169764,,,,16.552,,,87
20-06-2009,,,134.769,23,1,4136737,,,,18.462,,,78
21-06-2009,,,134.765,25,1,3844934,,,,17.778,,,81
22-06-2009,,1,225.382,21,1,3998957,,,,18.947,,,137
23-06-2009,,,134.566,19,1,3927254,,,,18.947,,,76
24-06-2009,,2,140.579,36,1,3886099,,,,15.158,,,100
25-06-2009,,1,168.75,27,1,4296673,,,,21.176,,,89
26-06-2009,,,134.6,20,1,3970072,,,,16,,,90
27-06-2009,,,134.833,22,1,4238026,,,,17.143,,,84
28-06-2009,,1,139.739,21,1,3318925,,,,31.304,,,48
29-06-2009,,1,137.723,25,1,3177062,,,,17.349,,,85
30-06-2009,,1,140.047,26,1,4187787,,,,16.941,,,89
01-07-2009,,1,138.432,28,1,4350650,,,,19.459,,,77
02-07-2009,,1,137.614,29,1,3695130,,,,17.349,,,85
03-07-2009,,,134.976,29,1,4075098,,,,17.561,,,82
04-07-2009,,,134.876,32,1,4336577,,,,16.18,,,89
05-07-2009,,,134.987,27,1,4141006,,,,18.228,,,79
06-07-2009,,,134.976,28,1,4168048,,,,17.143,,,84
07-07-2009,,,134.942,19,1,3617010,,,,20.87,,,69
08-07-2009,,,134.986,19,1,3766780,,,,19.459,,,74
09-07-2009,,,134.721,33,1,3830518,,,,16.744,,,86
10-07-2009,,,134.864,29,1,4250737,,,,17.778,,,81
11-07-2009,,,134.988,29,1,4097964,,,,17.349,,,83
12-07-2009,,,134.792,25,1,3799849,,,,18.701,,,77
13-07-2009,,,134.91,24,1,3947225,,,,18.462,,,78
14-07-2009,,,134.957,13,1,3633524,,,,20.87,,,69
15-07-2009,,,134.978,9,1,2544577,,,,32,,,45
16-07-2009,,,134.859,15,1,3272008,,,,20.282,,,71
17-07-2009,,,134.809,12,1,3478033,,,,30.638,,,47
18-07-2009,,,134,4,1,1055267,,,,360,,,4
19-07-2009,,,134.8,23,1,2192714,,,,20.571,,,70
20-07-2009,,1,333.7,21,1,3786172,,,,20.571,,,192
21-07-2009,,,134.854,18,1,3801665,,,,17.561,,,82
22-07-2009,,,134.4,22,1,3615925,,,,24,,,60
23-07-2009,,,134.684,21,1,3215262,,,,18.947,,,76
24-07-2009,,,134.932,21,1,3887818,,,,19.726,,,73
25-07-2009,,,134.844,10,1,3567963,,,,45,,,32
26-07-2009,,,134.524,21,1,929081,,,,68.571,,,21
27-07-2009,,,134.905,18,1,2682140,,,,19.459,,,74
28-07-2009,,,134.707,21,1,3057924,,,,35.122,,,41
29-07-2009,,1,148.947,17,1,1470810,,,,75.789,,,22
30-07-2009,,1,150.2,16,1,809305,,,,96,,,17
31-07-2009,,,134.706,17,1,763174,,,,84.706,,,17
01-08-2009,,,134.821,28,1,1146511,,,,51.429,,,28
02-08-2009,,,134.609,23,1,1423977,,,,62.609,,,23
03-08-2009,,,134.833,12,1,951137,,,,120,,,12
04-08-2009,,,134.63,26,1,2438424,,,,17.778,,,81
05-08-2009,,,134.724,27,1,4513934,,,,16.552,,,87
06-08-2009,,,134.922,33,1,4568279,,,,16,,,90
07-08-2009,,1,294.525,34,1,3940965,,,,18,,,192
08-08-2009,,,134.875,30,1,4116411,,,,18,,,80
09-08-2009,,,135,42,1,4501425,,,,14.257,,,101
10-08-2009,,,134.987,19,1,4467046,,,,19.2,,,75
11-08-2009,,,134.914,18,1,3477047,,,,20.571,,,70
12-08-2009,,,134.524,12,1,3494408,,,,22.857,,,63
13-08-2009,,,134.765,28,1,3696232,,,,16.941,,,85
14-08-2009,,,134.825,16,1,3549748,,,,22.857,,,63
15-08-2009,,,134.385,26,1,2217933,,,,55.385,,,26
16-08-2009,,,134.526,19,1,1134383,,,,75.789,,,19
17-08-2009,,,134.824,17,1,992942,,,,84.706,,,17
18-08-2009,,,135,10,1,705368,,,,144,,,10
19-08-2009,,,134.389,16,1,675046,,,,80,,,18
20-08-2009,,,134.182,15,1,1208754,,,,65.455,,,22
21-08-2009,,,134,9,1,971405,,,,102.857,,,14
22-08-2009,,,134,7,1,462433,,,,205.714,,,7
23-08-2009,,,134.533,14,1,567412,,,,96,,,15
24-08-2009,,,134,6,1,545988,,,,96,,,15
25-08-2009,,,134.66,9,1,2103352,,,,28.8,,,50
26-08-2009,,3,254.833,9,1,2125731,,,,30,,,96
27-08-2009,,,134.345,19,1,1902934,,,,49.655,,,29
28-08-2009,,,134.733,24,1,2726337,,,,19.2,,,75
29-08-2009,,,134.808,24,1,3885231,,,,18.462,,,78
30-08-2009,,1,136.381,43,1,4239305,,,,14.845,,,99
31-08-2009,,1,143.349,37,1,4839429,,,,16.744,,,93
01-09-2009,,,134.795,30,1,4173932,,,,18.462,,,78
02-09-2009,,,134.848,18,1,3435210,,,,21.818,,,66
03-09-2009,,1,161.902,12,1,3160879,,,,23.607,,,76
04-09-2009,,,134.672,24,1,3015799,,,,22.5,,,64
05-09-2009,,,134.842,22,1,3540956,,,,18.947,,,76
06-09-2009,,,134.853,11,1,3604924,,,,21.176,,,68
07-09-2009,,1,154.436,21,1,3721790,,,,18.462,,,92
08-09-2009,,,134.768,18,1,3573034,,,,20.87,,,69
09-09-2009,,,134.796,7,1,3102374,,,,26.667,,,54
10-09-2009,,,134.806,13,1,2978768,,,,21.493,,,67
11-09-2009,,,134.821,17,1,3333553,,,,21.493,,,67
12-09-2009,,,134.884,20,1,3395015,,,,20.87,,,69
13-09-2009,,,134.84,20,1,3562832,,,,19.2,,,75
14-09-2009,,,134.851,18,1,3859450,,,,19.459,,,74
15-09-2009,,,134.864,13,1,3538940,,,,32.727,,,44
16-09-2009,,1,137.875,24,1,2502039,,,,20,,,74
17-09-2009,,1,273.226,24,1,4009255,,,,17.143,,,186
18-09-2009,,,134.808,25,1,4207919,,,,18.462,,,78
19-09-2009,,,134.959,19,1,3681283,,,,19.459,,,74
20-09-2009,,,134.987,21,1,3711593,,,,18.462,,,78
21-09-2009,,1,148.754,21,1,3973929,,,,20.87,,,78
22-09-2009,,1,318.84,21,1,2665704,,,,57.6,,,66
23-09-2009,,,134.722,13,1,1226582,,,,40,,,36
24-09-2009,,,134.505,40,1,3656201,,,,14.845,,,97
25-09-2009,,2,168.319,36,1,4718859,,,,15.824,,,119
26-09-2009,,,134.46,40,1,4550457,,,,14.4,,,100
27-09-2009,,1,156.379,27,1,4808919,,,,16.552,,,104
28-09-2009,,,134.929,28,1,4387916,,,,16.941,,,85
29-09-2009,,2,191.614,34,1,4073522,,,,16.364,,,133
30-09-2009,,,134.765,31,1,4304243,,,,16.941,,,85
01-10-2009,,,134.89,27,1,4257395,,,,17.561,,,82
02-10-2009,,1,151.222,35,1,4110218,,,,20,,,83
03-10-2009,,,134.414,36,1,2842803,,,,24.828,,,58
04-10-2009,,,134.679,31,1,3157416,,,,27.17,,,53
05-10-2009,,,134.764,34,1,2609867,,,,26.182,,,55
06-10-2009,,2,178.116,25,1,2429051,,,,33.488,,,58
07-10-2009,,,134.717,36,1,2475279,,,,24,,,60
08-10-2009,,,134.471,32,1,3295744,,,,20.571,,,70
09-10-2009,,,134.658,38,1,3793787,,,,18.228,,,80
10-10-2009,,,134.818,38,1,3974391,,,,18.701,,,76
11-10-2009,,,134.757,44,1,3960023,,,,19.459,,,74
12-10-2009,,1,283.379,29,1,3226020,,,,24.828,,,132
13-10-2009,,,134.807,32,1,2760494,,,,25.263,,,57
14-10-2009,,,134.623,42,1,2866369,,,,20.87,,,69
15-10-2009,,,134.366,35,1,3827748,,,,20.282,,,71
16-10-2009,,1,291.517,28,1,3533167,,,,24,,,141
17-10-2009,,,134.842,31,1,2710905,,,,25.263,,,57
18-10-2009,,1,146,39,1,3163346,,,,19.459,,,82
19-10-2009,,,134.446,37,1,4747011,,,,12.857,,,112
20-10-2009,,1,257,43,1,5578122,,,,15.158,,,197
21-10-2009,,1,160.663,41,1,4206917,,,,18,,,99
22-10-2009,,1,187.122,49,1,4165823,,,,16,,,130
23-10-2009,,,134.427,51,1,4452644,,,,16.18,,,89
24-10-2009,,1,149.194,49,1,3933237,,,,23.226,,,70
25-10-2009,,,134.579,51,1,3550110,,,,18.947,,,76
26-10-2009,,,134.803,45,1,3561459,,,,20.282,,,71
27-10-2009,,1,164.781,40,1,3159776,,,,22.5,,,81
28-10-2009,,,134.682,43,1,3337791,,,,21.818,,,66
29-10-2009,,2,238.391,28,1,2741421,,,,31.304,,,89
30-10-2009,,,134.467,32,1,2830245,,,,24,,,60
31-10-2009,,,134.304,41,1,2617999,,,,31.304,,,46
01-11-2009,,,134.28,24,1,1832456,,,,57.6,,,25
02-11-2009,,,134.394,13,1,1411760,,,,43.636,,,33
03-11-2009,,,134.532,40,1,2299350,,,,23.226,,,62
04-11-2009,,1,213.111,34,1,3280681,,,,22.857,,,105
05-11-2009,,,134.474,34,1,3223995,,,,25.263,,,57
06-11-2009,,,134.548,35,1,2611235,,,,23.226,,,62
07-11-2009,,,134.667,44,1,3531482,,,,20.87,,,69
08-11-2009,,,134.548,41,1,3394914,,,,19.726,,,73
09-11-2009,,,134.688,29,1,3499460,,,,22.5,,,64
10-11-2009,,,134.385,47,1,3336459,,,,18.462,,,78
11-11-2009,,9,250.453,38,1,3707146,,,,22.5,,,116
12-11-2009,,,134.424,32,1,3337736,,,,21.818,,,66
13-11-2009,,3,157.45,49,1,3436509,,,,18,,,93
14-11-2009,,,134.633,44,1,4199720,,,,18.228,,,79
15-11-2009,,,134.625,49,1,4488081,,,,15,,,96
16-11-2009,,,134.68,56,1,5071382,,,,14.845,,,97
17-11-2009,,,134.663,55,1,4537991,,,,15.652,,,92
18-11-2009,,,134.43,44,1,4178086,,,,18.228,,,79
19-11-2009,,2,294.2,42,1,3783460,,,,20.571,,,153
20-11-2009,,,134.616,49,1,3851970,,,,16.744,,,86
21-11-2009,,,134.712,50,1,4047220,,,,19.726,,,73
22-11-2009,,,134.708,62,1,4550756,,,,13.585,,,106
23-11-2009,,,134.854,49,1,5010945,,,,15,,,96
24-11-2009,,,134.57,58,1,4837433,,,,15.484,,,93
25-11-2009,,,134.644,52,1,4486798,,,,16,,,90
26-11-2009,,,134.512,50,1,4163158,,,,17.143,,,84
27-11-2009,,,134.473,45,1,3746860,,,,19.459,,,74
28-11-2009,,,134.563,33,1,3933589,,,,20.282,,,71
29-11-2009,,,134.683,21,1,3071712,,,,24,,,60
30-11-2009,,,134.76,43,1,3441932,,,,19.2,,,75
01-12-2009,,1,402.781,31,1,3388144,,,,19.726,,,240
02-12-2009,,,134.649,47,1,4523918,,,,15.319,,,94
03-12-2009,,,134.784,48,1,4260899,,,,16.364,,,88
04-12-2009,,,134.444,33,1,2962741,,,,40,,,36
05-12-2009,,1,168.016,57,1,2547394,,,,22.5,,,84
06-12-2009,,2,139.359,72,1,4391602,,,,13.981,,,107
07-12-2009,,,134.643,75,1,5119201,,,,12.857,,,112
08-12-2009,,2,168.21,72,1,5721311,,,,13.714,,,136
09-12-2009,,13,182.208,72,1,4825621,,,,15,,,119
10-12-2009,,,134.644,67,1,4947115,,,,13.846,,,104
11-12-2009,,,134.348,61,1,5997198,,,,12.857,,,112
12-12-2009,,2,205.445,71,1,5199187,,,,13.091,,,178
13-12-2009,,,134.754,70,1,5321923,,,,12.632,,,114
14-12-2009,,5,510.471,62,1,5338273,,,,14.118,,,437
15-12-2009,,2,145.945,69,1,5639690,,,,13.091,,,119
16-12-2009,,1,149.213,84,1,5765103,,,,10.588,,,154
17-12-2009,,3,143.964,106,1,7660882,,,,8.521,,,179
18-12-2009,,,134.542,146,1,9692674,,,,6.4,,,225
19-12-2009,,1,135.717,139,1,11145141,,,,7.273,,,200
20-12-2009,,,134.914,114,1,9256307,,,,8.229,,,175
21-12-2009,,1,135.577,110,1,9075121,,,,8.229,,,177
22-12-2009,,,134.722,117,1,7966995,,,,8.889,,,162
23-12-2009,,,134.675,105,1,8324084,,,,9.351,,,154
24-12-2009,,,134.688,99,1,7489464,,,,9.351,,,154
25-12-2009,,1,136.302,100,1,7854512,,,,9.664,,,151
26-12-2009,,,134.718,111,1,7539913,,,,8.276,,,174
27-12-2009,,1,138.796,102,1,8386339,,,,8.623,,,173
28-12-2009,,,134.752,79,1,7668832,,,,10.511,,,137
29-12-2009,,,134.649,121,1,7672852,,,,8.421,,,171
30-12-2009,,,134.688,95,1.125,9182821,,,,10.213,,,141
31-12-2009,,,134.696,98,1.183,8230238,,,,10.435,,,138
01-01-2010,,2,136.955,90,1.183,7607389,,,,10.909,,,137
02-01-2010,,,134.627,92,1.183,7355058,,,,11.429,,,125
03-01-2010,,,134.763,135,1.183,9210607,,,,7.742,,,186
04-01-2010,,2,188.044,130,1.183,11578640,,,,7.956,,,266
05-01-2010,,,134.631,135,1.183,11282671,,,,7.273,,,198
06-01-2010,,,134.742,108,1.183,10286750,,,,8.834,,,163
07-01-2010,,,134.636,96,1.183,9156298,,,,9.351,,,154
08-01-2010,,,134.758,94,1.183,9174612,,,,9.412,,,153
09-01-2010,,,134.828,91,1.183,9107774,,,,9.536,,,151
10-01-2010,,,134.8,133,1.183,9984760,,,,7.579,,,190
11-01-2010,,,134.698,103,1.191,10069010,,,,9.057,,,159
12-01-2010,,2,291.013,118,1.305,10617370,,,,9.057,,,375
13-01-2010,,2,137.506,99,1.305,10669452,,,,8.78,,,168
14-01-2010,,2,143.573,88,1.305,9787278,,,,10.07,,,155
15-01-2010,,1,138.901,92,1.305,9236990,,,,10.213,,,147
16-01-2010,,1,141.28,87,1.305,9222895,,,,11.52,,,132
17-01-2010,,,134.565,95,1.305,7978417,,,,10.992,,,131
18-01-2010,,1,136.328,98,1.305,8516108,,,,11.52,,,128
19-01-2010,,,134.387,93,1.305,7814949,,,,11.613,,,124
20-01-2010,,,134.449,133,1.305,8733861,,,,9.114,,,158
21-01-2010,,9,154.234,123,1.305,11422323,,,,8.229,,,187
22-01-2010,,3,140.406,90,1.305,10434567,,,,10.827,,,141
23-01-2010,,2,137.463,113,1.305,9344451,,,,9,,,164
24-01-2010,,1,135.701,91,1.305,9750208,,,,9.351,,,156
25-01-2010,,4,170.256,158,1.323,12414206,,,,6.825,,,272
26-01-2010,,6,149.128,138,1.344,13748236,,,,7.385,,,215
27-01-2010,,2,149.055,118,1.344,12239629,,,,8.78,,,181
28-01-2010,,2,148.565,129,1.344,11160855,,,,8.136,,,199
29-01-2010,,4,146.756,145,1.344,12887660,,,,7.31,,,213
30-01-2010,,4,154.41,156,1.344,12848435,,,,6.857,,,248
31-01-2010,,2,148.042,147,1.344,13788087,,,,8.727,,,184
01-02-2010,,9,152.918,169,1.344,11466945,,,,7.826,,,203
02-02-2010,,1,151.172,121,1.344,10114947,,,,9.931,,,167
03-02-2010,,2,137.437,211,1.344,14390639,,,,5.333,,,277
04-02-2010,,5,156.9,169,1.382,16888349,,,,6.288,,,269
05-02-2010,,4,261.731,173,1.819,21293454,,,,6.457,,,472
06-02-2010,,14,156.182,147,1.819,18641359,,,,7.5,,,224
07-02-2010,,5,141.908,189,1.819,17922898,,,,6.636,,,230
08-02-2010,,8,209.79,158,1.819,20113791,,,,7.2,,,329
09-02-2010,,3,365.836,159,1.819,18693803,,,,6.957,,,623
10-02-2010,,5,547.601,122,1.819,16160781,,,,8.571,,,777
11-02-2010,,5,185.769,128,1.819,15374902,,,,8.521,,,245
12-02-2010,,5,174.973,145,1.819,16222899,,,,7.869,,,225
13-02-2010,,3,177.733,195,1.819,19260651,,,,6.207,,,318
14-02-2010,,11,171.813,160,1.822,19610265,,,,6.923,,,263
15-02-2010,,9,197.801,130,2.528,23985420,,,,8.182,,,271
16-02-2010,,6,146.528,155,2.528,22735612,,,,7.385,,,217
17-02-2010,,11,153.021,177,2.528,27481565,,,,6.025,,,267
18-02-2010,,7,168.399,149,2.528,29208162,,,,6.923,,,267
19-02-2010,,3,139.229,143,2.528,24154688,,,,7.5,,,198
20-02-2010,,2,142.385,164,2.528,26309564,,,,6.923,,,221
21-02-2010,,4,200.229,157,2.528,27796313,,,,6.457,,,344
22-02-2010,,5,253.077,182,2.528,29654098,,,,5.538,,,531
23-02-2010,,1,135.336,188,2.528,31141261,,,,5.76,,,252
24-02-2010,,6,208.035,116,3.312,35795893,,,,8.421,,,283
25-02-2010,,4,241.883,103,3.781,29432400,,,,9.351,,,300
26-02-2010,,4,150.169,120,3.781,31609796,,,,8.372,,,196
27-02-2010,,3,142.453,131,3.781,31538213,,,,8.372,,,184
28-02-2010,,3,213.404,115,3.781,31925872,,,,9.231,,,264
01-03-2010,,4,154.359,144,3.781,33059069,,,,7.385,,,227
02-03-2010,,5,160.388,140,3.781,36597052,,,,7.66,,,233
03-03-2010,,6,229.02,107,3.781,30999412,,,,9.474,,,260
04-03-2010,,3,374.076,125,3.781,31719509,,,,7.784,,,575
05-03-2010,,2,136.988,114,3.781,34307197,,,,8.421,,,175
06-03-2010,,6,197.627,126,3.781,32923193,,,,8.136,,,274
07-03-2010,,4,209.698,133,3.781,31780015,,,,8.045,,,297
08-03-2010,,5,302.696,86,4.483,35074306,,,,11.52,,,313
