Date,btc_price,btc_trans_blockchain,avg_block_size,unique_sentbyaddress,avg_mining_diff,avg_hashrate,sent_in_USD,avg_trans_fee,median_trans_fee,avg_block_confirm_time_min,avg_trans_value_usd,median_trans_value_usd,unique_tofromaddress
23-11-2022,16471,273856,773006,550268,3.69505E+13,2.49E+20,10214292309,1.735,0.775,10.213,76404,454.473,885018
24-11-2022,16604,254510,797080,518504,3.69505E+13,2.40E+20,6114577059,1.824,0.818,11.163,60576,429.458,835205
25-11-2022,16495,258218,775544,516359,3.69505E+13,2.43E+20,7224811605,1.728,0.812,11.707,96907,475.308,857486
26-11-2022,16561,229626,802707,487987,3.69505E+13,2.05E+20,4898448867,1.706,0.809,13.211,57282,388.509,760447
27-11-2022,16542,222536,623461,452630,3.69505E+13,2.32E+20,4216170374,1.322,0.619,10.588,51476,367.402,743581
28-11-2022,16214,262497,705801,494685,3.69505E+13,2.44E+20,7843656568,1.417,0.622,10.36,60983,471.138,752278
29-11-2022,16413,271381,717977,519226,3.69505E+13,2.52E+20,7091171516,1.406,0.632,10.992,57015,479.872,827469
30-11-2022,16898,271278,679051,519915,3.69505E+13,2.62E+20,6900002052,1.689,0.835,10.435,53987,499.599,798718
01-12-2022,17059,285314,680427,559595,3.69505E+13,2.69E+20,7640487721,1.753,0.858,9.412,53247,491.315,920622
02-12-2022,16962,271600,748371,556040,3.69505E+13,2.53E+20,6353254727,1.797,0.861,11.52,50842,471.016,853202
03-12-2022,16974,250820,709923,526182,3.69505E+13,2.27E+20,3894948231,1.562,0.765,10.992,46433,377.89,813165
04-12-2022,17017,219670,602446,455538,3.69505E+13,2.47E+20,3486304869,1.309,0.637,10.286,43467,377.13,745027
05-12-2022,17173,273918,689312,521110,3.69505E+13,2.55E+20,6709482336,1.337,0.634,9.863,57790,495.316,826359
06-12-2022,16998,262303,696357,515857,3.44648E+13,2.57E+20,6432184199,1.458,0.621,10.667,52196,480.308,787847
07-12-2022,16885,272156,548032,528027,3.42443E+13,2.56E+20,5021404022,1.137,0.49,8.372,55437,434.22,811657
08-12-2022,16930,263671,538376,526317,3.42443E+13,2.91E+20,5394075666,0.955,0.379,8.623,60422,415.837,763358
09-12-2022,17188,265516,676547,539271,3.42443E+13,2.76E+20,6596563793,0.891,0.312,9.474,56998,448.258,829250
10-12-2022,17159,241514,832457,505193,3.42443E+13,2.52E+20,4412027061,0.871,0.297,9.351,47917,399.129,822143
11-12-2022,17158,217641,517261,458999,3.42443E+13,2.56E+20,3914984248,0.646,0.182,9.796,49561,364.403,660245
12-12-2022,17000,262503,634041,501985,3.42443E+13,2.53E+20,6331206442,0.817,0.241,10.07,56248,447.955,759629
13-12-2022,17464,287059,593414,546019,3.42443E+13,2.51E+20,9173977558,0.804,0.279,8.727,76773,473.259,848732
14-12-2022,17874,276293,655189,528884,3.42443E+13,2.80E+20,6955363026,0.977,0.359,9.73,88716,478.26,817036
15-12-2022,17584,276574,676220,555781,3.42443E+13,2.37E+20,7309695416,1.294,0.456,10.36,65769,460.523,781001
16-12-2022,17100,254046,660280,542123,3.42443E+13,2.52E+20,6612437354,1.115,0.462,11.077,75525,500.98,763567
17-12-2022,16699,263062,703268,536035,3.42443E+13,2.16E+20,4970511315,1.107,0.471,10.435,49982,361.097,846989
18-12-2022,16736,212528,511467,439567,3.42443E+13,2.36E+20,3493453597,0.912,0.377,9.931,55620,400.564,691511
19-12-2022,16679,258960,706111,484919,3.46066E+13,2.55E+20,6191115988,1.164,0.45,10.588,67503,447.028,804421
20-12-2022,16788,268753,665567,510455,3.53641E+13,2.38E+20,6787238743,1.128,0.47,10.286,61942,449.51,815486
21-12-2022,16830,272348,653348,515872,3.53641E+13,2.47E+20,6851054725,1.021,0.418,10.07,53386,434.257,782726
22-12-2022,16779,271046,676142,526770,3.53641E+13,2.42E+20,5924481834,1.061,0.442,10.667,50808,453.449,789264
23-12-2022,16830,273794,687490,545379,3.53641E+13,2.50E+20,6328706400,1.068,0.433,10.909,54321,447.371,766252
24-12-2022,16831,213250,808184,458990,3.53641E+13,1.90E+20,3557548691,1.392,0.623,16.18,47758,390.577,652920
25-12-2022,16820,205173,518129,416545,3.53641E+13,2.07E+20,3300358149,1.124,0.528,10.213,47092,345.219,652573
26-12-2022,16850,223375,597681,434532,3.53641E+13,2.30E+20,3733490044,1.323,0.526,11.163,49718,407.323,657728
27-12-2022,16807,239244,706675,465794,3.53641E+13,2.12E+20,4590867015,1.676,0.67,12.522,52006,464.106,711370
28-12-2022,16640,272781,542347,529941,3.53641E+13,2.53E+20,5572254030,1.261,0.606,8.571,53190,432.108,795623
29-12-2022,16591,265814,692913,540607,3.53641E+13,2.74E+20,6313826970,1.285,0.562,10.213,54195,456.917,833137
30-12-2022,16550,290857,725552,585013,3.53641E+13,2.54E+20,7554069544,1.24,0.519,9.114,50405,425.456,907447
31-12-2022,16570,242169,573296,499947,3.53641E+13,2.94E+20,4493923166,0.833,0.327,9.231,42790,402.231,745609
01-01-2023,16559,187361,450915,403419,3.53641E+13,2.70E+20,3568420249,0.629,0.176,9.29,49147,369.029,621736
02-01-2023,16691,229191,549697,453183,3.53641E+13,2.70E+20,4335866013,0.643,0.158,9.231,49970,406.904,725036
03-01-2023,16692,271901,615228,504603,3.42091E+13,2.58E+20,6799435092,0.781,0.28,9.351,50692,398.591,823590
04-01-2023,16829,277793,652750,522110,3.40936E+13,2.68E+20,7730345045,0.895,0.344,10.07,52854,453.242,787023
05-01-2023,16833,279234,619356,542545,3.40936E+13,2.55E+20,6270002874,0.86,0.339,9.172,53015,387.682,809044
06-01-2023,16830,275891,583904,544449,3.40936E+13,2.68E+20,5261005980,0.805,0.286,8,60733,372.307,844594
07-01-2023,16938,245394,523342,492639,3.40936E+13,3.03E+20,3658023798,0.577,0.176,9.412,51303,318.299,696561
08-01-2023,16947,228335,485153,457146,3.40936E+13,2.58E+20,3922623321,0.503,0.125,9.412,52888,324.214,635570
09-01-2023,17237,287195,718164,527582,3.40936E+13,2.55E+20,8014193646,0.652,0.197,9.474,63163,369.624,841255
10-01-2023,17287,302640,759549,560675,3.40936E+13,2.72E+20,7914301454,0.637,0.185,8.521,55708,391.122,1011971
11-01-2023,17453,287347,789859,543162,3.40936E+13,2.80E+20,6245690440,0.755,0.278,9.796,52264,392.401,825450
12-01-2023,18335,315829,744227,583150,3.40936E+13,2.48E+20,7989188322,0.959,0.37,9.536,62928,381.612,856763
13-01-2023,19065,316390,664751,606536,3.40936E+13,2.57E+20,8558460133,1.002,0.39,9.057,65381,394.173,866910
14-01-2023,20810,309709,585248,585257,3.40936E+13,2.79E+20,8408812117,0.942,0.35,8.421,61998,405.002,837134
15-01-2023,20778,251923,457359,485873,3.4587E+13,2.91E+20,6040919050,0.658,0.187,8.834,61975,340.217,689347
16-01-2023,21036,302657,682521,541090,3.75905E+13,3.03E+20,7947585057,0.716,0.21,9.796,57543,352.156,815934
17-01-2023,21194,308559,662777,552147,3.75905E+13,2.82E+20,8884487591,0.889,0.3,9.231,69045,356.946,848610
18-01-2023,21126,299905,694497,551690,3.75905E+13,2.68E+20,7938085489,1.134,0.447,10.286,63337,397.97,820175
19-01-2023,20848,298774,655332,550530,3.75905E+13,2.78E+20,7832000940,1.132,0.494,9.931,56794,371.748,774490
20-01-2023,21297,295690,704815,566783,3.75905E+13,2.56E+20,7327523213,1.409,0.623,10.909,59507,396.444,806857
21-01-2023,22884,287722,645716,539186,3.75905E+13,2.49E+20,7742416665,1.299,0.554,10.435,66656,364.262,805019
22-01-2023,22805,250609,579095,482285,3.75905E+13,2.68E+20,5812785200,1.252,0.46,9.536,59073,320.652,731799
23-01-2023,22832,293551,595639,515756,3.75905E+13,2.91E+20,8169563432,1.161,0.493,9.114,65939,362.406,808878
24-01-2023,22965,292841,699082,525625,3.75905E+13,2.73E+20,7688537626,1.328,0.558,11.163,59474,378.55,751671
25-01-2023,22705,306506,531720,552139,3.75905E+13,2.86E+20,8806931781,0.959,0.35,8.229,62699,378.707,785862
26-01-2023,23068,296108,593897,540294,3.75905E+13,3.16E+20,7902000784,0.942,0.355,9.29,61006,356.062,786782
27-01-2023,22997,303025,596933,568503,3.75905E+13,2.94E+20,9492058979,1.085,0.453,9.351,59812,373.909,776064
28-01-2023,23024,268681,507388,518423,3.75905E+13,2.96E+20,5242661566,0.995,0.422,8.571,44250,339.924,759388
29-01-2023,23431,258422,506514,494913,3.88589E+13,3.10E+20,5282251570,0.767,0.167,8.944,51876,334.29,718559
30-01-2023,23286,309771,710550,532312,3.93509E+13,2.99E+20,8221768723,0.849,0.247,10.435,69422,334.801,781731
31-01-2023,22963,313385,806471,566974,3.93509E+13,2.41E+20,9631974052,1.364,0.59,12.522,66505,384.089,808008
01-02-2023,23164,345424,780321,592707,3.93509E+13,2.48E+20,9343819184,1.482,0.658,10.511,61095,341.697,901390
02-02-2023,23817,340024,697798,601727,3.93509E+13,2.86E+20,8347513348,1.531,0.708,9.931,54324,352.498,849680
03-02-2023,23477,315818,730887,596918,3.93509E+13,2.74E+20,8004234914,1.809,0.828,10.827,60138,355.633,839886
04-02-2023,23390,304359,699871,543889,3.93509E+13,2.59E+20,5538737500,1.564,0.788,10.588,38928,271.684,846991
05-02-2023,23196,253961,518116,463233,3.93509E+13,2.97E+20,6149987990,1.277,0.568,9.474,49290,289.025,664316
06-02-2023,22908,301829,596696,497251,3.93509E+13,2.76E+20,7714712482,1.399,0.618,9.73,50913,330.28,818650
07-02-2023,22983,300287,616912,517317,3.93509E+13,2.79E+20,7314130254,1.699,0.696,10.141,48220,400.421,796938
08-02-2023,23100,316825,628324,509702,3.93509E+13,2.79E+20,6768914041,1.341,0.582,10.435,48031,300.667,845108
09-02-2023,22541,369337,608286,586959,3.93509E+13,3.01E+20,8474163419,1.315,0.509,8.889,50483,229.128,922567
10-02-2023,21773,299945,643012,525685,3.93509E+13,3.03E+20,21048351764,1.95,0.727,9.796,100255,357.244,751870
11-02-2023,21701,277285,544908,488089,3.93509E+13,2.91E+20,11793140503,1.736,0.765,9.73,64449,259.398,787441
12-02-2023,21866,262366,492034,496209,3.92273E+13,3.04E+20,9421214191,1.601,0.616,8.889,59099,246.489,713300
13-02-2023,21683,299173,601979,524542,3.91564E+13,3.03E+20,9351367638,1.758,0.66,9.231,63198,347.466,839805
14-02-2023,21897,302499,543722,529689,3.91564E+13,3.14E+20,8146653155,1.869,0.694,9.351,55269,311.295,823408
15-02-2023,22684,325297,601078,577715,3.91564E+13,3.00E+20,11108471617,2.465,0.926,8.834,56726,333.31,842284
16-02-2023,24615,344532,614123,600661,3.91564E+13,3.42E+20,14347425178,2.234,0.937,8.045,72075,365.646,961637
17-02-2023,24011,321095,648506,582850,3.91564E+13,3.28E+20,14071086807,1.995,0.818,8.727,69497,324.354,901434
18-02-2023,24612,276630,618646,532193,3.91564E+13,3.30E+20,9103671878,1.775,0.744,8.571,53844,297.215,920389
19-02-2023,24646,240244,560213,454434,3.91564E+13,3.26E+20,6777369347,1.579,0.639,8.889,51037,299.712,785092
20-02-2023,24658,269934,606871,492175,3.91564E+13,3.01E+20,9522411675,1.633,0.588,9.796,63704,395.426,779599
21-02-2023,24700,290290,635820,522739,3.91564E+13,3.02E+20,12364087564,1.474,0.578,8.623,71010,381.394,864522
22-02-2023,24019,282179,699776,525612,3.91564E+13,2.96E+20,11679737427,1.571,0.612,10.286,69152,403.884,779278
23-02-2023,24132,290557,659625,549817,3.91564E+13,3.10E+20,11142994126,1.58,0.605,8.421,69682,387.06,949975
24-02-2023,23636,294427,716210,548364,3.91564E+13,3.01E+20,10615937061,1.488,0.598,10.667,68200,376.337,832262
25-02-2023,23051,258306,715525,499173,4.28353E+13,2.55E+20,6086757463,1.424,0.6,13.458,50804,291.522,715210
26-02-2023,23263,276935,541455,492329,4.30538E+13,2.90E+20,6325151521,1.265,0.525,8.571,46170,200.978,801377
27-02-2023,23454,292608,683632,493509,4.30538E+13,3.32E+20,9087162286,1.816,0.777,10.286,61041,335.836,787635
28-02-2023,23380,332221,702527,560775,4.30538E+13,3.04E+20,10431404190,1.817,0.837,10.511,59057,278.895,854257
01-03-2023,23592,381762,627801,632623,4.30538E+13,3.21E+20,10847980748,1.597,0.732,8.471,52060,238.533,940909
02-03-2023,23432,329903,637905,560730,4.30538E+13,3.51E+20,8368780415,1.7,0.829,10,58100,294.164,785425
03-03-2023,22426,355105,655052,617748,4.30538E+13,3.24E+20,9750273824,1.761,0.828,8.571,60033,286.071,914174
04-03-2023,22336,306148,607258,525556,4.30538E+13,3.42E+20,6276085737,1.473,0.675,9.474,41810,210.637,790369
05-03-2023,22426,286483,660917,471103,4.30538E+13,3.40E+20,6898394881,1.371,0.645,9.29,45608,185.104,884063
06-03-2023,22422,315884,717805,502041,4.30538E+13,3.10E+20,8694814595,1.706,0.763,10.909,54584,298.893,765149
07-03-2023,22337,361917,642114,577819,4.30538E+13,3.21E+20,12397113720,1.583,0.715,8.727,57574,273.025,926790
08-03-2023,22060,292360,670989,504711,4.30538E+13,3.28E+20,10217231934,1.981,0.918,10.827,65435,318.691,787477
09-03-2023,21438,336719,712792,536603,4.30538E+13,2.76E+20,9827575563,2.852,1.365,10.667,53693,259.905,773124
10-03-2023,19972,329198,719018,569244,4.31271E+13,2.86E+20,10111566437,2.666,1.38,10.588,60400,304.083,838486
11-03-2023,20231,319542,573926,539881,4.35517E+13,3.40E+20,9723755684,1.726,0.838,8.727,59422,205.55,864596
12-03-2023,20613,265394,545466,462071,4.35517E+13,3.59E+20,6582250885,1.659,0.769,8.944,51904,230.066,750855
13-03-2023,22972,332950,642447,522769,4.35517E+13,3.44E+20,12818479083,1.803,0.703,9.172,79992,405.966,828625
14-03-2023,24779,327746,726794,525781,4.35517E+13,3.31E+20,15720762267,2.81,1.161,9.863,88299,476.882,905989
15-03-2023,24612,344912,671400,547848,4.35517E+13,3.10E+20,12060422612,2.402,1.063,9.796,70104,305.084,882371
16-03-2023,24649,294915,659261,515762,4.35517E+13,3.03E+20,10990530021,2.792,1.155,10.746,72124,395.215,753050
17-03-2023,26273,338676,697720,567512,4.35517E+13,3.05E+20,14962906908,3.298,1.513,9.796,89084,416.959,904936
18-03-2023,27334,296728,568949,508178,4.35517E+13,3.44E+20,10898999720,3.246,1.359,8.889,72819,338.09,868819
19-03-2023,27427,268983,557859,443185,4.35517E+13,3.35E+20,10104955676,2.92,1.31,9.73,90456,312.649,704779
20-03-2023,27851,341134,663403,519004,4.35517E+13,3.30E+20,14959457129,2.422,1.011,9.351,107212,324.734,860780
21-03-2023,27934,327787,668178,515396,4.35517E+13,3.17E+20,14555499219,2.462,1.041,9.931,98688,357.452,839497
22-03-2023,28038,297416,594039,501324,4.35517E+13,3.39E+20,15092168745,3.333,1.185,9.057,98944,449.573,797821
23-03-2023,27764,295062,478411,493325,4.37676E+13,3.70E+20,13448908336,3.68,1.144,7.869,98188,425.399,801673
24-03-2023,27985,291933,521162,503616,4.68434E+13,3.99E+20,14968704077,4.249,1.375,8.889,104696,415.178,741688
25-03-2023,27510,290052,634473,495412,4.68434E+13,3.58E+20,8576973111,2.902,1.109,9.931,70251,282.701,791757
26-03-2023,27729,261099,571161,447452,4.68434E+13,3.43E+20,7075384348,2.323,0.945,10,78111,271.981,740540
27-03-2023,27561,296409,703777,500926,4.68434E+13,3.43E+20,9471513380,2.153,0.827,9.73,103952,373.097,938034
28-03-2023,27035,316147,725945,518779,4.68434E+13,3.28E+20,9926220044,2.396,0.95,10.746,97860,327.435,854383
29-03-2023,28068,334490,659459,558712,4.68434E+13,3.19E+20,9853902457,2.311,1.039,9.796,93920,366.045,835805
30-03-2023,28398,326192,629921,560008,4.68434E+13,3.58E+20,12680259955,2.396,0.986,9.29,131737,340.496,858396
31-03-2023,28211,308245,733185,558168,4.68434E+13,3.52E+20,12849143307,2.979,1.305,10.213,98522,398.077,869154
01-04-2023,28461,319506,726841,537059,4.68434E+13,3.16E+20,8747452468,2.808,1.258,10.286,70082,255.657,935947
02-04-2023,28295,341473,705755,496101,4.68434E+13,3.48E+20,7426450759,2.027,1,9.664,62373,115.745,895760
03-04-2023,27996,332739,751874,518165,4.68434E+13,3.41E+20,10085270761,2.331,1.036,10.992,89527,247.124,853528
04-04-2023,28075,420968,736997,622026,4.68434E+13,3.32E+20,14977684312,2.256,1.037,8.889,73194,191.128,983830
05-04-2023,28364,346746,712017,552889,4.68434E+13,3.48E+20,14969378209,2.622,1.158,10.36,91336,284.462,812568
06-04-2023,28022,353859,678619,579642,4.71893E+13,3.55E+20,12782484516,2.607,1.106,9,81598,271.93,896827
07-04-2023,27956,354889,704169,587694,4.78878E+13,3.50E+20,8615411412,2.128,0.948,10.141,60798,208.571,826662
08-04-2023,28013,318358,591897,526522,4.78878E+13,3.49E+20,7266056834,1.927,0.784,9.796,51238,172.213,747442
09-04-2023,28031,278258,669688,450821,4.78878E+13,3.62E+20,6754273351,1.703,0.686,9.863,59450,160.302,824507
10-04-2023,28605,289502,779563,503810,4.78878E+13,3.24E+20,10181999444,2.151,0.846,11.707,93579,324.918,844944
11-04-2023,30106,384848,775544,626221,4.78878E+13,3.28E+20,15162575078,2.43,1.107,9.351,75280,335.005,1012733
12-04-2023,30012,337942,677194,573142,4.78878E+13,3.71E+20,21937204300,2.185,0.98,9,104923,321.003,926495
13-04-2023,30217,331900,733547,578882,4.78878E+13,3.41E+20,12018988794,2.361,1.071,10.141,70829,341.024,877488
14-04-2023,30588,315819,738881,583697,4.78878E+13,3.50E+20,17254560853,2.687,1.203,10.286,99608,429.065,850714
15-04-2023,30376,276027,719191,515619,4.78878E+13,3.63E+20,14271055761,2.333,1.027,9.114,84421,335.142,937582
16-04-2023,30328,232144,707580,442284,4.78878E+13,3.33E+20,9070639432,2.084,0.961,11.613,82811,349.115,729633
17-04-2023,29714,316038,734472,517182,4.78878E+13,3.39E+20,13210986768,1.959,0.856,9.29,103352,320.584,858090
18-04-2023,29943,312356,731523,542691,4.78878E+13,3.87E+20,10701296747,1.952,0.844,8.675,76536,400.003,1024596
19-04-2023,29596,301583,734683,546554,4.78878E+13,3.54E+20,9870829671,2.052,0.839,10.36,77062,405.544,857838
20-04-2023,28670,296550,737124,543492,4.8297E+13,3.44E+20,10833204761,2.054,0.931,10.827,76195,415.452,806225
21-04-2023,27967,352073,740096,631684,4.87124E+13,3.16E+20,12021630283,1.914,0.883,9.931,66515,237.783,912805
22-04-2023,27454,354603,663259,520384,4.87124E+13,3.70E+20,7738351705,1.269,0.523,9.664,42787,93.582,814125
23-04-2023,27580,432613,705477,484849,4.87124E+13,3.53E+20,6812257233,0.872,0.323,9.796,31028,9.104,707111
24-04-2023,27496,360032,753505,478378,4.87124E+13,3.41E+20,8414018029,1.57,0.615,10.213,62200,149.35,867833
25-04-2023,27520,369718,798773,486951,4.87124E+13,3.20E+20,8242135434,1.989,0.97,11.52,59318,164.088,765045
26-04-2023,28850,436331,795346,476342,4.87124E+13,3.26E+20,9672340313,2.188,1.111,11.077,59270,81.39,751444
27-04-2023,29075,418782,811511,477939,4.87124E+13,3.11E+20,10056480081,2.9,1.549,11.077,60281,118.556,785357
28-04-2023,29331,483375,794938,517843,4.87124E+13,3.50E+20,8723160611,2.784,1.571,9.796,52342,69.043,843469
29-04-2023,29291,485894,796368,442547,4.87124E+13,3.23E+20,7263274393,2.582,1.553,10.511,35488,19.4,714126
30-04-2023,29339,568368,782098,425949,4.87124E+13,3.57E+20,6791973583,2.46,1.572,9.73,34896,0.562,686351
01-05-2023,28443,682099,776450,479880,4.87124E+13,3.94E+20,9050463311,2.889,1.858,7.912,34015,0.734,788565
02-05-2023,28261,457579,783022,428277,4.87124E+13,3.66E+20,7749686617,7.05,3.459,11.163,41526,49.307,620644
03-05-2023,28554,489418,789012,488009,4.87124E+13,3.35E+20,8976503450,7.246,4.14,10.213,55453,96.115,825528
04-05-2023,28986,490977,798995,428553,4.84849E+13,3.75E+20,11536249352,6.7,3.289,9.863,49477,43.653,796084
05-05-2023,29259,411310,796178,401746,4.80055E+13,2.97E+20,9947248667,9.601,5.684,12.101,58404,107.554,733739
06-05-2023,29111,600985,766771,407037,4.80055E+13,3.28E+20,8295349438,8.818,5.156,9.664,42232,1.265,654966
07-05-2023,28890,607744,750573,313384,4.80055E+13,3.18E+20,9860135145,19.201,11.05,10.36,48450,0.158,515919
08-05-2023,27932,574914,763422,363778,4.80055E+13,3.55E+20,8461790456,31.145,20.183,10.511,39139,2.494,615435
09-05-2023,27593,598105,768885,392742,4.80055E+13,3.54E+20,8991188681,20.311,11.175,9.536,34371,2.172,644735
10-05-2023,27727,671498,755013,458374,4.80055E+13,3.51E+20,9902872880,14.029,6.405,8.471,34951,4.029,760130
11-05-2023,27293,546398,743178,393348,4.80055E+13,4.00E+20,8557123582,9.709,2.694,9.536,42645,4.672,713588
12-05-2023,26504,509018,764994,400807,4.80055E+13,3.36E+20,9627381481,9.031,3.545,10.213,50022,11.302,679934
13-05-2023,26812,575495,762196,376490,4.80055E+13,3.56E+20,5663328881,5.137,2.065,9.931,24638,0.146,657839
14-05-2023,26865,631503,750501,376715,4.80055E+13,3.78E+20,5158657846,3.762,1.288,8.276,22152,0.147,724160
15-05-2023,27324,526232,747491,385001,4.80055E+13,3.90E+20,8305829527,4.664,1.544,9.796,37263,3.115,725151
16-05-2023,27075,566309,751111,428473,4.80055E+13,3.55E+20,11355340356,5.403,2.954,9.412,42223,9.186,690371
17-05-2023,27007,583294,773502,436485,4.80055E+13,3.81E+20,10763789459,4.311,2.15,9,38699,10.601,683084
18-05-2023,27160,476563,783683,429767,4.91883E+13,3.81E+20,9447254038,6.093,3.324,10.213,47535,54.902,687141
19-05-2023,26854,515324,755465,475498,4.95497E+13,3.46E+20,8390167688,6.073,3.546,9.6,38076,38.912,773929
20-05-2023,26928,423605,751020,397813,4.95497E+13,3.23E+20,4794291969,5.416,2.733,10.992,31007,31.295,642142
21-05-2023,26984,486474,714586,379768,4.95497E+13,3.72E+20,4699551119,3.964,1.738,9.536,29475,2.839,692033
22-05-2023,26817,499137,752668,429593,4.95497E+13,3.62E+20,7342057823,3.813,1.858,10,44933,19.307,698367
23-05-2023,27228,519716,733209,463028,4.95497E+13,3.86E+20,11368842805,3.654,1.728,9.351,49625,14.847,764998
24-05-2023,26641,405380,733325,440476,4.95497E+13,3.49E+20,9324962192,4.263,2.025,10.213,65116,78.104,730777
25-05-2023,26300,460016,758470,499498,4.95497E+13,3.61E+20,9872927735,5.252,2.904,9.536,48493,55.41,805334
26-05-2023,26568,532220,765597,546297,4.95497E+13,3.88E+20,8296801518,4.884,3.099,9.412,35940,48.461,840377
27-05-2023,26722,471488,732961,509213,4.95497E+13,3.57E+20,5737226437,3.519,1.728,9.931,30663,24.157,786726
28-05-2023,27302,495998,765704,489399,4.95497E+13,3.80E+20,6434042599,3.444,1.713,9,34657,14.363,781948
29-05-2023,27872,550162,748050,489519,4.95497E+13,3.89E+20,10040662216,3.604,1.932,8.889,44561,14.822,794764
30-05-2023,27791,515092,764986,529606,4.95497E+13,3.96E+20,12359777842,4.309,2.377,9.351,54576,41.128,788378
31-05-2023,27215,421438,770969,525064,4.98962E+13,3.70E+20,11694944194,4.432,2.336,10.213,89759,91.817,826814
01-06-2023,26912,355854,788003,485968,5.12343E+13,3.32E+20,9817690235,5.326,2.403,10.909,83332,199.511,787887
02-06-2023,27054,479273,785062,535192,5.12343E+13,4.08E+20,9809578040,4.226,1.926,8.78,70846,101.85,875899
03-06-2023,27154,381323,768519,470837,5.12343E+13,3.74E+20,7772227548,3.148,1.439,11.077,58325,81.605,773450
04-06-2023,27164,363872,732299,430570,5.12343E+13,3.33E+20,7302835283,2.874,1.1,9.73,71790,54.267,790313
05-06-2023,26458,359116,798627,434509,5.12343E+13,3.80E+20,11691001843,4.273,1.963,10.435,113130,140.831,758901
06-06-2023,26101,461921,767092,545631,5.12343E+13,3.86E+20,12963449218,4.686,2.53,9.536,76434,113.335,914824
07-06-2023,26702,433646,790630,516004,5.12343E+13,3.45E+20,11271082725,6.01,3.29,10.667,62801,145.404,835654
08-06-2023,26474,406852,758049,486656,5.12343E+13,3.70E+20,10107739164,4.525,2.214,9.351,68871,108.302,858215
09-06-2023,26528,386915,787463,487564,5.12343E+13,4.24E+20,8023588309,5.023,2.24,8.521,76648,138.615,873083
10-06-2023,25836,365215,698564,458429,5.12343E+13,3.91E+20,6928131051,3.511,1.511,9.351,72912,96.508,798277
11-06-2023,25839,399038,664914,401444,5.12343E+13,4.33E+20,11464646096,2.273,0.759,8.834,66338,21.251,799585
12-06-2023,25876,370477,765744,436460,5.12343E+13,3.78E+20,13399274629,2.969,1.053,9.172,81489,112.757,830367
13-06-2023,26001,410336,722631,494298,5.12343E+13,3.89E+20,11126649848,2.36,1.061,9.796,63429,76.551,791917
14-06-2023,25839,330537,781811,464535,5.19354E+13,3.37E+20,9988451313,3.117,1.457,11.901,74991,192.597,722879
15-06-2023,25122,422921,739941,512025,5.23504E+13,3.68E+20,11854615159,2.437,1.19,9.73,55286,80.663,799679
16-06-2023,25763,512049,762329,584640,5.23504E+13,4.06E+20,10737090240,2.296,1.144,9.412,49901,30.438,808575
17-06-2023,26478,475112,760102,498253,5.23504E+13,3.76E+20,7842780753,2.236,1.194,10.286,37690,14.355,784699
18-06-2023,26534,439717,669802,511945,5.23504E+13,3.63E+20,10233419158,1.84,0.694,9.536,45531,2.202,786377
19-06-2023,26516,415462,742173,452368,5.23504E+13,4.05E+20,12922453020,1.994,0.755,10.141,61075,41.628,797248
20-06-2023,27166,447579,770638,576095,5.23504E+13,3.54E+20,11955507583,2.256,1.006,10.588,64345,46.62,825201
21-06-2023,29296,363159,794959,510678,5.23504E+13,3.45E+20,16045637871,3.541,1.597,11.901,98281,212.038,796220
22-06-2023,30109,391904,784464,539633,5.23504E+13,3.21E+20,12055381842,3.413,1.582,10.511,90235,130.346,908498
23-06-2023,30327,373876,776504,536539,5.23504E+13,3.67E+20,11684103392,3.254,1.559,11.52,85866,139.175,843891
24-06-2023,30624,361291,737211,531570,5.23504E+13,3.55E+20,9255646763,2.861,1.177,9.863,61760,72.531,914895
25-06-2023,30622,382616,682285,517426,5.23504E+13,3.72E+20,11051087136,2.352,0.824,9.412,62043,23.728,856938
26-06-2023,30284,403833,747717,542312,5.23504E+13,4.01E+20,13171857698,2.429,1.066,9.863,78084,60.567,876232
27-06-2023,30510,434718,758788,562481,5.23504E+13,3.81E+20,12640618931,2.222,0.942,10.286,69420,41.068,812124
28-06-2023,30308,331170,770852,493562,5.22558E+13,3.23E+20,10642173485,2.734,1.184,13.333,85219,136.48,732786
29-06-2023,30414,438047,772327,580960,5.06462E+13,3.12E+20,13983432590,2.573,1.134,9.863,79181,73.748,851831
30-06-2023,30578,445039,778941,591385,5.06462E+13,4.02E+20,15508688883,2.384,0.993,9.114,78788,84.239,938782
01-07-2023,30513,324141,778825,483585,5.06462E+13,3.54E+20,10812575362,2.395,0.965,10.827,71524,118.261,826249
02-07-2023,30543,309749,717827,406273,5.06462E+13,3.75E+20,8024760115,2.346,0.724,8.421,58068,89.464,886058
03-07-2023,30825,327977,737732,489869,5.06462E+13,4.03E+20,11903055661,2.395,0.974,10.511,87235,207.067,830723
04-07-2023,30990,375666,746104,476122,5.06462E+13,3.43E+20,10113913120,1.871,0.77,10.213,71312,93.638,887375
05-07-2023,30602,496071,767224,561502,5.06462E+13,3.85E+20,10585934916,1.326,0.525,9.231,52721,30.364,828340
06-07-2023,30520,392549,771021,535389,5.06462E+13,3.55E+20,14144795304,1.534,0.677,10.36,72153,104.344,833633
07-07-2023,30191,555839,731322,614696,5.06462E+13,4.06E+20,11372149965,1.046,0.232,8.229,50155,0.165,929028
