Date,open,high,low,close,adj close,volume,sentiment,btc_trans_blockchain,avg_block_size,unique_sentbyaddress,avg_hashrate,sent_in_usd,median_trans_fee,avg_block_confirm_time_min,median_trans_value_usd,sma_20,ema_20,ema_12,ema_26,macd,signal_line,rsi,%k,%d,middle_band,upper_band,lower_band
2014-12-28,316.160004,320.028015,311.078003,317.239014,317.239014,11676600,1,0.03807454196291316,0.016594897106493287,144477.0,0.20845957911984161,0.12258788111296756,-0.00033614630300704204,8.521,-0.1919823256039761,-0.0063627039368947536,-0.004525583214485707,-0.004682683029526125,-0.004285437833154049,-0.5086084375788278,-0.6818810422540793,-0.01807018150176054,-0.10364591690354086,-0.03652688540395621,-0.0063627039368947536,-0.011871446577737643,0.00026192692133975015
2014-12-29,317.700989,320.266998,312.307007,312.670013,312.670013,12302500,-1,0.03807454196291316,0.016594897106493287,135586.0,0.20845957911984161,0.12258788111296756,-0.00022540107298170062,8.78,-0.005168502963393884,-0.00825909664066593,-0.006920117530325953,-0.007380673976898677,-0.0064994483149334314,-0.5086084375788278,-0.6818810422540793,-0.0423092875105775,-0.26180480604636003,-0.23891233507392995,-0.00825909664066593,-0.01237100620348297,-0.003320946412851633
2014-12-30,312.718994,314.80899,309.372986,310.737,310.737,12528300,0,0.03807454196291316,0.016594897106493287,144680.0,0.20845957911984161,0.12258788111296756,-0.0003680714503741661,9.29,0.19637907612464378,-0.00973401733905277,-0.00908946732807081,-0.009755547505650775,-0.008526787100907818,-0.5086084375788278,-0.6818810422540793,-0.04429912377857015,-0.1858862384335338,-0.2037488097318798,-0.00973401733905277,-0.012005812166952623,-0.006996498545484009
2014-12-31,310.914001,320.192993,310.210999,320.192993,320.192993,13942900,-1,0.03807454196291316,0.016594897106493287,122759.0,0.20845957911984161,0.12258788111296756,-0.0002006872636415094,9.474,0.04681366106121132,-0.010620432002695246,-0.008627003419408474,-0.007848142816201609,-0.008519154205428592,-0.5086084375788278,-0.6818810422540793,0.0780770055865534,0.5059511233238845,0.05286644709603916,-0.010620432002695246,-0.01580157992853337,-0.004457520281033744
2015-01-01,320.434998,320.434998,314.002991,314.248993,314.248993,8036550,-1,0.03807454196291316,0.016594897106493287,93422.0,0.20845957911984161,0.12258788111296756,6.843917696948074e-05,8.727,-0.2979528831910123,-0.012507547457873969,-0.009623026656481848,-0.008656579646408424,-0.009572935244069214,-0.5086084375788278,-0.6818810422540793,0.01260076204271332,-0.11438253588552216,0.08026851697521575,-0.012507547457873969,-0.02129260425603352,-0.0021629192235650407
2015-01-02,314.07901,315.838989,313.565002,315.032013,315.032013,7860650,-1,0.03807454196291316,0.016594897106493287,147822.0,0.20845957911984161,0.12258788111296756,-0.007320765282469936,9.29,-0.43034244784513387,-0.013504821181267168,-0.010099650427724427,-0.008729299539089297,-0.010198712901752671,-0.5086084375788278,-0.6818810422540793,0.019329252666124397,-0.22653331794106535,0.06773915659072571,-0.013504821181267168,-0.024693612229678585,-0.0004391388396616236
2015-01-03,314.846008,315.149994,281.082001,281.082001,281.082001,33054400,1,0.03807454196291316,0.016594897106493287,158849.0,0.20845957911984161,0.12258788111296756,-0.0032051466722081354,10.286,-0.5829095556663253,-0.019124346909654477,-0.018158737762525412,-0.02146165637120756,-0.016604585031498864,-0.5086084375788278,-0.6818810422540793,-0.24106045307954993,-2.5967232961236717,-0.4927081465487997,-0.019124346909654477,-0.01995427341906897,-0.018079652830824244
2015-01-04,281.145996,287.230011,257.612,264.195007,264.195007,55629100,-1,0.03807454196291316,0.016594897106493287,189246.0,0.20845957911984161,0.12258788111296756,-0.00314860791910955,10.909,-0.16607287373934732,-0.02516339111816901,-0.027828455576932143,-0.036326204987790156,-0.02432054807349804,-0.5086084375788278,-0.6818810422540793,-0.29903361242439086,-0.2839798093978083,-0.7220262317646546,-0.02516339111816901,-0.007674788412453282,-0.04612762011682481
2015-01-05,265.084015,278.341003,265.084015,274.473999,274.473999,43962800,-1,0.03807454196291316,0.016594897106493287,150859.0,0.20845957911984161,0.12258788111296756,-0.0031270978226935267,9.73,-0.13084961558775543,-0.02665673964044135,-0.032143560733175036,-0.041625487641426595,-0.02804698360547775,-0.5086084375788278,-0.6818810422540793,-0.07366413463222088,0.4689136713342035,-0.5646108150577547,-0.02665673964044135,-0.0023022537776427043,-0.05638611805943938
2015-01-06,274.610992,287.553009,272.696014,286.188995,286.188995,23245700,-1,0.03807454196291316,0.016594897106493287,212209.0,0.20845957911984161,0.12258788111296756,-0.0031280170510071363,10.909,0.3266828478707007,-0.0256209278584123,-0.03205091999223786,-0.0394721134641518,-0.02843163087213174,-0.5086084375788278,-0.6818810422540793,0.08142688634917361,0.7980643780679744,0.15309994230691837,-0.0256209278584123,-0.0017504508008272524,-0.055003957849480756
